Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Female,No,30,Yes,Healthcare,,Low,5.0,Cat_2,A
Male,Yes,43,No,Executive,3.0,Low,,Cat_6,B
Male,Yes,73,No,Executive,1.0,High,2.0,Cat_4,D
Female,No,19,No,Healthcare,0.0,Low,,Cat_6,D
Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C
Male,Yes,51,Yes,,1.0,Low,2.0,Cat_6,D
Female,Yes,32,Yes,Artist,4.0,High,2.0,Cat_6,C
Female,No,39,Yes,Doctor,2.0,Low,1.0,Cat_6,B
Male,No,43,Yes,Doctor,1.0,Low,4.0,Cat_6,A
Female,No,33,Yes,Artist,5.0,Low,2.0,Cat_4,B
Male,Yes,61,Yes,Artist,1.0,Average,3.0,Cat_3,C
Female,Yes,70,Yes,Doctor,0.0,Average,2.0,Cat_6,C
Male,Yes,66,Yes,Artist,1.0,Average,2.0,Cat_6,B
Female,Yes,72,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,Yes,71,Yes,Artist,0.0,High,2.0,Cat_6,B
Male,No,18,No,Healthcare,8.0,Low,9.0,Cat_6,D
Male,Yes,33,No,Artist,1.0,Average,2.0,Cat_4,B
Male,No,28,Yes,Artist,9.0,Low,1.0,Cat_6,A
Female,Yes,27,Yes,Marketing,11.0,Average,2.0,Cat_6,A
Female,Yes,38,No,Engineer,1.0,Low,5.0,Cat_1,B
Male,Yes,63,Yes,Artist,0.0,Average,7.0,Cat_6,C
Male,Yes,70,Yes,Lawyer,0.0,High,3.0,Cat_6,A
Female,No,26,Yes,Healthcare,10.0,Low,1.0,Cat_6,D
Male,Yes,36,No,Entertainment,1.0,Low,2.0,Cat_4,A
Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_6,C
Male,No,28,No,Entertainment,9.0,Low,2.0,Cat_6,A
Female,No,26,Yes,Entertainment,1.0,Low,5.0,Cat_6,C
Male,Yes,65,No,Lawyer,,High,2.0,Cat_3,B
Male,No,20,No,Marketing,1.0,Low,3.0,Cat_4,D
Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,No,41,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
Female,No,40,Yes,Doctor,1.0,Low,1.0,Cat_6,A
Female,Yes,47,No,Engineer,1.0,Average,4.0,Cat_4,B
Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,Cat_6,A
Female,Yes,53,No,Engineer,0.0,Average,3.0,Cat_6,A
Female,No,28,Yes,Homemaker,,Low,2.0,Cat_4,B
Male,Yes,60,Yes,Artist,1.0,Low,2.0,Cat_6,A
Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,A
Male,Yes,43,Yes,Artist,2.0,Low,2.0,Cat_6,B
Female,No,33,Yes,Homemaker,7.0,Low,3.0,Cat_2,C
Male,Yes,56,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
Male,Yes,70,Yes,Executive,1.0,High,2.0,Cat_6,C
Male,Yes,70,No,Doctor,1.0,High,2.0,Cat_6,D
Male,Yes,73,No,Executive,,High,3.0,Cat_6,C
Female,Yes,38,Yes,Entertainment,,Average,2.0,Cat_2,A
Female,No,40,Yes,Engineer,6.0,Low,3.0,Cat_6,D
Male,Yes,88,No,Executive,,Low,,Cat_6,D
Female,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
Male,Yes,27,Yes,Executive,,High,2.0,Cat_6,A
Female,Yes,40,Yes,Engineer,0.0,Average,2.0,Cat_6,B
Male,Yes,82,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
Female,No,38,Yes,Artist,7.0,Low,1.0,Cat_6,B
Male,Yes,39,Yes,Doctor,0.0,Average,3.0,Cat_6,B
Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_2,C
Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,A
Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Female,Yes,37,No,Marketing,0.0,Low,4.0,Cat_6,D
Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,A
Female,No,42,Yes,Entertainment,6.0,Low,2.0,Cat_6,A
Male,Yes,39,Yes,Doctor,0.0,Average,2.0,Cat_1,D
Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,B
Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_4,A
Female,No,52,Yes,Doctor,1.0,Low,1.0,Cat_4,B
Male,No,52,No,Artist,5.0,Low,1.0,Cat_6,B
Male,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
Male,Yes,37,Yes,Marketing,1.0,Low,2.0,Cat_6,D
Male,No,27,Yes,Artist,3.0,Low,1.0,Cat_2,A
Female,No,35,Yes,Engineer,4.0,Low,4.0,Cat_2,C
Male,Yes,79,Yes,Artist,0.0,High,2.0,Cat_6,C
Female,No,28,Yes,Doctor,1.0,Low,4.0,Cat_6,C
Male,No,31,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,Yes,88,No,Executive,0.0,High,3.0,Cat_6,D
Female,No,51,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
Male,Yes,38,Yes,Entertainment,,Low,2.0,Cat_6,D
Female,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_3,B
Female,No,43,Yes,Artist,8.0,Low,2.0,Cat_6,B
Male,Yes,55,No,Executive,0.0,Low,2.0,Cat_6,A
Male,No,35,Yes,Artist,4.0,Low,2.0,Cat_6,A
Female,Yes,25,No,Engineer,1.0,Average,2.0,Cat_4,A
Male,Yes,58,Yes,Artist,6.0,Average,4.0,Cat_6,C
Female,No,32,Yes,Doctor,1.0,Low,6.0,Cat_6,D
Female,Yes,49,No,Artist,1.0,Average,4.0,Cat_3,C
Female,Yes,53,No,Entertainment,9.0,High,2.0,Cat_6,A
Female,Yes,31,No,Engineer,9.0,Low,4.0,Cat_6,A
Male,No,39,Yes,Artist,1.0,Low,2.0,Cat_6,B
Male,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_2,D
Male,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
Male,No,26,No,Doctor,0.0,Low,6.0,Cat_2,B
Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
Male,No,30,Yes,Doctor,0.0,Low,2.0,Cat_3,A
Female,Yes,60,Yes,Doctor,6.0,Average,2.0,Cat_6,C
Male,Yes,84,No,Lawyer,0.0,Low,1.0,Cat_6,D
Female,No,37,Yes,Homemaker,,Low,1.0,Cat_6,D
Male,Yes,63,Yes,Artist,6.0,Low,1.0,Cat_6,B
Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_6,C
Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_3,D
Female,No,25,No,Healthcare,14.0,Low,3.0,Cat_6,D
Female,No,33,Yes,Doctor,0.0,Low,5.0,Cat_6,D
Female,No,31,No,Engineer,0.0,Low,1.0,Cat_6,D
Male,Yes,57,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
Male,Yes,42,Yes,Artist,1.0,Low,4.0,Cat_4,B
Male,Yes,40,No,Entertainment,2.0,Average,5.0,Cat_2,B
Male,Yes,66,No,Lawyer,0.0,High,3.0,Cat_6,B
Male,No,21,No,Homemaker,0.0,Low,4.0,Cat_3,A
Male,Yes,73,No,Executive,1.0,High,2.0,Cat_6,B
Female,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,C
Female,Yes,66,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,Yes,27,Yes,Doctor,0.0,Average,2.0,Cat_5,D
Female,Yes,35,Yes,Homemaker,,Low,,Cat_3,D
Female,Yes,53,No,Artist,1.0,High,4.0,Cat_6,A
Male,Yes,80,No,Lawyer,8.0,Low,1.0,Cat_6,D
Female,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
Female,No,41,Yes,Doctor,9.0,Low,1.0,Cat_4,A
Male,Yes,43,Yes,Artist,1.0,Average,4.0,Cat_6,C
Male,Yes,47,Yes,,1.0,High,3.0,Cat_6,B
Female,No,18,No,Marketing,9.0,Low,5.0,Cat_3,B
Female,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_6,B
Male,No,30,No,Engineer,9.0,Low,3.0,Cat_4,D
Male,Yes,85,Yes,Executive,1.0,High,2.0,Cat_6,D
Female,Yes,46,Yes,Artist,,High,,Cat_6,C
Male,Yes,48,Yes,Doctor,,Low,2.0,,A
Male,Yes,80,Yes,Lawyer,,High,2.0,Cat_6,B
Male,No,33,Yes,Artist,8.0,Low,,Cat_5,A
Female,Yes,36,Yes,Artist,4.0,High,7.0,Cat_6,C
Male,Yes,27,No,Entertainment,3.0,Average,2.0,Cat_6,B
Male,No,28,No,Healthcare,0.0,Low,5.0,Cat_4,B
Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_3,A
Male,No,26,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
Female,Yes,39,Yes,Homemaker,,Average,3.0,Cat_3,A
Female,Yes,56,Yes,Artist,1.0,High,4.0,Cat_2,B
Female,No,26,Yes,Artist,13.0,Low,2.0,Cat_6,B
Male,Yes,31,Yes,Entertainment,4.0,Low,2.0,Cat_6,B
Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,D
Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,A
Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,Yes,45,No,Doctor,0.0,Low,4.0,Cat_4,A
Female,No,33,Yes,Homemaker,11.0,Low,,Cat_6,D
Male,Yes,62,,Lawyer,0.0,Low,1.0,Cat_6,C
Female,Yes,80,Yes,Lawyer,,High,2.0,Cat_6,A
Male,Yes,77,Yes,Executive,1.0,Low,1.0,Cat_6,D
Female,No,29,No,Healthcare,,Low,5.0,Cat_4,D
Female,Yes,33,No,Engineer,7.0,Average,5.0,Cat_4,B
Male,No,29,No,Artist,1.0,Low,3.0,Cat_2,A
Female,No,20,No,Healthcare,1.0,Low,,Cat_6,D
Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_3,B
Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,B
Male,Yes,28,Yes,Entertainment,3.0,Average,3.0,Cat_7,B
Female,No,43,Yes,Entertainment,1.0,Low,4.0,Cat_4,A
Male,No,31,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
Female,No,28,Yes,Healthcare,,Low,2.0,Cat_3,D
Male,Yes,65,Yes,Artist,1.0,Low,2.0,Cat_6,A
Male,Yes,33,Yes,Artist,0.0,Average,2.0,Cat_6,B
Male,Yes,49,Yes,Artist,0.0,Average,6.0,Cat_6,C
Male,No,33,No,Healthcare,1.0,Low,4.0,Cat_6,C
Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,C
Female,Yes,47,Yes,Artist,7.0,Average,4.0,Cat_6,C
Male,No,31,No,Entertainment,1.0,Low,7.0,Cat_4,D
Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_4,B
Male,,61,,Engineer,2.0,Average,2.0,Cat_3,B
Male,No,31,No,Healthcare,,Low,7.0,Cat_6,D
Female,No,30,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
Male,Yes,63,Yes,Entertainment,,Average,2.0,Cat_6,C
Male,Yes,69,No,Executive,9.0,Average,2.0,Cat_6,B
Male,No,29,Yes,Engineer,0.0,Low,4.0,Cat_3,D
Female,Yes,56,No,Engineer,1.0,Average,5.0,Cat_6,B
Female,Yes,72,Yes,Artist,1.0,Average,3.0,Cat_6,B
Male,Yes,88,No,Lawyer,,Low,1.0,Cat_2,A
Male,No,30,No,Engineer,1.0,Low,4.0,Cat_6,D
Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_2,B
Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
Female,No,31,Yes,Healthcare,9.0,Low,7.0,Cat_5,D
Male,No,20,No,Healthcare,,Low,5.0,Cat_3,D
Female,Yes,26,No,Marketing,7.0,High,3.0,Cat_4,A
Male,Yes,48,No,Entertainment,,Average,5.0,Cat_6,C
Male,No,26,No,Healthcare,,Low,,Cat_5,D
Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,Yes,41,Yes,Artist,4.0,Low,4.0,Cat_6,A
Male,No,20,,Healthcare,4.0,Low,5.0,Cat_2,D
Male,Yes,63,Yes,Homemaker,1.0,Low,3.0,Cat_6,B
Male,Yes,88,Yes,Executive,1.0,Low,1.0,Cat_6,D
Female,No,39,Yes,Engineer,,Low,3.0,Cat_6,B
Male,Yes,55,No,Engineer,1.0,High,4.0,Cat_6,A
Male,No,32,Yes,Healthcare,,Low,,Cat_6,D
Male,No,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
Female,Yes,38,Yes,Artist,0.0,Average,3.0,Cat_6,A
Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_3,B
Male,No,18,No,Healthcare,1.0,Low,5.0,Cat_4,D
Male,Yes,67,No,Executive,1.0,High,2.0,Cat_6,D
Female,Yes,42,Yes,Artist,9.0,Low,2.0,Cat_6,B
Female,No,45,Yes,Engineer,0.0,Low,1.0,Cat_6,A
Male,Yes,46,No,Doctor,0.0,Average,3.0,Cat_4,D
Male,No,20,No,Healthcare,2.0,Low,4.0,Cat_4,D
Female,Yes,41,Yes,Engineer,0.0,High,3.0,Cat_6,A
Female,Yes,35,No,Engineer,7.0,Average,4.0,Cat_4,A
Female,Yes,52,Yes,Artist,6.0,Low,2.0,Cat_6,A
Female,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,B
Male,Yes,51,No,Executive,5.0,Low,3.0,Cat_2,C
Female,Yes,29,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
Male,No,27,No,Doctor,0.0,Low,4.0,Cat_6,B
Female,No,37,Yes,Doctor,1.0,Low,1.0,Cat_4,A
Female,Yes,29,No,Homemaker,,Average,2.0,Cat_4,C
Female,No,50,Yes,Artist,0.0,Low,2.0,Cat_6,A
Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
Female,Yes,72,Yes,Artist,3.0,Average,3.0,Cat_6,C
Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,B
Male,Yes,37,Yes,Engineer,1.0,Average,3.0,Cat_3,A
Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
Female,No,30,No,Artist,1.0,Low,1.0,Cat_6,B
Female,No,46,Yes,Engineer,1.0,Low,2.0,Cat_1,B
Female,Yes,65,Yes,Doctor,1.0,Low,2.0,Cat_6,B
Female,Yes,88,Yes,Lawyer,1.0,Average,2.0,Cat_6,C
Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_5,A
Male,Yes,50,Yes,Executive,9.0,High,3.0,Cat_2,C
Male,No,35,Yes,Artist,8.0,Low,2.0,Cat_6,D
Male,Yes,67,Yes,Lawyer,0.0,Low,1.0,Cat_3,A
Male,Yes,66,Yes,Executive,0.0,Low,1.0,Cat_6,B
Female,No,39,Yes,Artist,3.0,Low,2.0,Cat_6,C
Female,Yes,46,Yes,Homemaker,0.0,Average,,Cat_6,C
Female,No,32,No,Homemaker,8.0,Low,1.0,Cat_6,D
Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,B
Male,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,C
Male,No,30,Yes,Healthcare,8.0,Low,5.0,Cat_6,D
Male,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
Male,Yes,43,No,Marketing,1.0,Low,2.0,Cat_7,D
Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6,B
Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C
Female,Yes,73,No,Engineer,1.0,Low,,,A
Male,No,39,Yes,Artist,,Low,1.0,Cat_6,C
Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,Yes,39,Yes,,0.0,Average,5.0,Cat_4,A
Female,No,31,No,Healthcare,0.0,Low,7.0,Cat_6,B
Male,No,27,Yes,Healthcare,,Low,3.0,Cat_2,D
Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,Yes,69,No,Doctor,0.0,Average,2.0,Cat_6,C
Male,Yes,37,No,Doctor,,Average,2.0,Cat_6,B
Male,Yes,45,Yes,Executive,0.0,High,2.0,Cat_6,C
Female,No,22,No,Doctor,1.0,Low,3.0,Cat_3,A
Female,No,26,Yes,Doctor,0.0,Low,3.0,Cat_6,B
Male,No,39,Yes,Artist,1.0,Low,3.0,Cat_7,A
Male,Yes,61,Yes,Entertainment,1.0,Low,2.0,Cat_5,A
Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,C
Male,No,29,Yes,Artist,4.0,Low,1.0,Cat_3,D
Male,No,29,Yes,Homemaker,5.0,Low,1.0,Cat_6,D
Male,No,36,No,Executive,0.0,Low,3.0,Cat_6,D
Female,No,63,Yes,Doctor,0.0,Low,2.0,Cat_6,B
Male,Yes,69,Yes,Artist,0.0,Average,5.0,Cat_3,C
Female,,35,Yes,Artist,12.0,Low,2.0,Cat_6,B
Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
Female,Yes,71,No,Lawyer,1.0,High,2.0,Cat_6,B
Female,No,31,No,Healthcare,10.0,Low,2.0,Cat_3,C
Male,Yes,41,Yes,Entertainment,9.0,Average,4.0,,A
Male,Yes,35,No,Homemaker,1.0,Average,3.0,Cat_6,B
Female,No,52,Yes,Artist,6.0,Low,1.0,Cat_6,A
Male,No,19,No,Healthcare,,Low,4.0,Cat_3,D
Female,,39,Yes,Artist,0.0,Low,1.0,Cat_7,B
Male,Yes,45,No,Artist,0.0,Low,2.0,Cat_4,B
Female,No,19,No,Marketing,1.0,Low,4.0,Cat_6,D
Male,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,D
Male,Yes,77,No,Lawyer,0.0,Low,2.0,Cat_6,D
Female,Yes,84,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
Male,Yes,47,No,Entertainment,1.0,High,4.0,Cat_4,D
Male,No,29,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
Female,No,35,Yes,Artist,8.0,Low,3.0,Cat_2,A
Male,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6,C
Male,No,35,No,Healthcare,1.0,Low,1.0,Cat_6,D
Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,D
Male,No,43,Yes,Entertainment,0.0,Low,2.0,Cat_2,A
Male,Yes,56,No,Executive,0.0,Low,1.0,Cat_6,D
Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,A
Male,Yes,22,No,Executive,1.0,High,3.0,Cat_6,D
Male,Yes,32,No,Healthcare,1.0,High,4.0,Cat_4,D
Male,Yes,51,No,Executive,2.0,High,5.0,Cat_6,A
Female,No,41,No,Marketing,1.0,Low,,Cat_3,D
Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,A
Male,Yes,55,Yes,Artist,4.0,Average,4.0,Cat_6,A
Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_6,A
Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,D
Female,No,42,Yes,Artist,12.0,Low,2.0,Cat_4,A
Female,Yes,38,No,Engineer,1.0,High,5.0,Cat_6,B
Female,No,52,Yes,Engineer,3.0,Low,1.0,Cat_6,A
Female,Yes,48,Yes,Marketing,9.0,Low,1.0,Cat_6,D
Male,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_6,C
Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,B
Male,Yes,48,No,Artist,3.0,Average,4.0,Cat_6,B
Female,No,25,Yes,Marketing,5.0,Low,2.0,Cat_4,D
Female,No,56,Yes,Doctor,3.0,Low,1.0,Cat_6,A
Female,Yes,68,No,Lawyer,1.0,Low,1.0,Cat_6,D
Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
Female,,72,No,Lawyer,8.0,Average,2.0,Cat_6,D
Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_2,B
Male,Yes,52,Yes,Lawyer,8.0,High,2.0,Cat_6,C
Male,Yes,50,No,Executive,0.0,Average,5.0,Cat_6,B
Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,D
Male,Yes,40,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,D
Male,Yes,57,Yes,Homemaker,5.0,High,2.0,Cat_6,A
Female,No,25,Yes,Artist,13.0,Low,2.0,Cat_6,C
Male,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,A
Male,No,38,Yes,Entertainment,,Low,4.0,Cat_6,D
Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,D
Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,B
Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,C
Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,A
Male,Yes,84,Yes,Lawyer,,High,3.0,Cat_6,B
Male,Yes,73,No,Executive,1.0,Low,,Cat_6,C
Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,B
Female,Yes,82,No,Lawyer,0.0,Low,1.0,Cat_6,A
Male,Yes,71,No,Lawyer,0.0,High,,Cat_6,A
Female,Yes,50,No,Engineer,0.0,Low,3.0,Cat_7,B
Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
Male,No,19,No,Healthcare,4.0,Low,3.0,Cat_2,D
Male,Yes,29,No,Executive,12.0,Low,3.0,Cat_6,B
Male,No,26,Yes,Doctor,1.0,Low,3.0,Cat_6,D
Female,No,31,No,Doctor,1.0,Low,5.0,Cat_3,C
Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,A
Female,No,33,Yes,Doctor,1.0,Low,1.0,Cat_6,B
Male,Yes,35,No,Healthcare,1.0,Low,5.0,Cat_6,D
Female,Yes,46,No,Engineer,0.0,High,3.0,Cat_4,A
Female,No,67,Yes,Artist,0.0,Low,2.0,Cat_6,B
Female,No,35,No,Artist,7.0,Low,2.0,Cat_6,D
Male,No,28,No,Doctor,8.0,Low,3.0,Cat_6,A
Female,No,43,No,Doctor,8.0,Low,1.0,Cat_4,D
Female,Yes,40,No,Artist,3.0,Average,,Cat_6,A
Female,Yes,73,Yes,Artist,0.0,Average,3.0,Cat_1,C
Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,D
Female,No,32,No,Doctor,1.0,Low,3.0,Cat_4,D
Female,No,36,No,,,Low,,Cat_4,D
Male,No,32,Yes,Artist,13.0,Low,3.0,Cat_6,A
Male,No,25,No,Homemaker,14.0,Low,3.0,Cat_5,A
Female,No,40,Yes,Artist,5.0,Low,1.0,Cat_6,A
Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
Male,Yes,48,Yes,Executive,5.0,High,5.0,Cat_6,B
Female,No,36,Yes,Artist,3.0,Low,3.0,Cat_6,C
Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,Yes,82,No,Entertainment,0.0,High,2.0,Cat_6,B
Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D
Male,No,30,Yes,Entertainment,14.0,Low,3.0,Cat_6,D
Male,No,30,Yes,Entertainment,8.0,Low,4.0,Cat_6,A
Male,No,30,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
Male,No,28,Yes,Entertainment,1.0,Low,5.0,Cat_6,C
Male,Yes,60,Yes,Artist,0.0,Low,2.0,Cat_4,A
Female,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,No,19,No,Healthcare,,Low,,Cat_3,D
Female,No,19,No,Healthcare,0.0,Low,2.0,Cat_6,D
Male,Yes,40,No,Executive,1.0,Low,5.0,Cat_5,D
Male,No,38,Yes,Entertainment,8.0,Low,1.0,Cat_6,D
Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
Female,No,40,Yes,Engineer,1.0,Low,3.0,Cat_3,B
Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,B
Male,Yes,50,Yes,Entertainment,,Low,4.0,Cat_6,A
Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,29,Yes,Healthcare,,Low,3.0,Cat_6,B
Female,,29,Yes,Entertainment,0.0,High,1.0,Cat_1,A
Female,Yes,39,No,Engineer,1.0,Average,4.0,Cat_4,B
Male,Yes,41,Yes,Executive,0.0,Low,4.0,Cat_6,B
Male,No,28,No,Doctor,,Low,1.0,Cat_6,D
Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_2,D
Male,No,35,Yes,Artist,,Low,1.0,Cat_6,A
Female,Yes,49,Yes,Artist,3.0,Low,2.0,Cat_6,B
Female,Yes,26,Yes,Healthcare,8.0,Low,2.0,Cat_3,D
Female,No,33,No,Healthcare,,Low,1.0,Cat_4,C
Female,No,27,No,Engineer,0.0,Low,2.0,Cat_3,D
Female,No,50,No,Entertainment,8.0,Low,2.0,Cat_6,A
Female,Yes,37,Yes,Homemaker,5.0,Low,2.0,Cat_4,D
Male,No,43,Yes,Marketing,0.0,Low,2.0,Cat_6,A
Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,D
Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,C
Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,A
Female,Yes,29,No,Engineer,,High,2.0,Cat_6,D
Female,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,D
Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_4,A
Male,Yes,52,Yes,Artist,2.0,Average,2.0,Cat_6,C
Male,Yes,45,Yes,Executive,7.0,High,5.0,Cat_6,C
Female,No,27,Yes,Healthcare,2.0,Low,6.0,Cat_6,D
Female,Yes,46,Yes,Artist,1.0,High,4.0,Cat_6,C
Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,A
Female,No,32,No,Doctor,8.0,Low,6.0,Cat_6,C
Male,Yes,87,Yes,Lawyer,9.0,Low,4.0,Cat_6,C
Female,Yes,40,Yes,Engineer,,Average,5.0,Cat_3,B
Male,No,59,Yes,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
Male,No,23,No,,0.0,Low,8.0,Cat_4,D
Female,Yes,65,No,Lawyer,,High,2.0,Cat_6,A
Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,B
Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,C
Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,D
Male,Yes,65,No,Entertainment,1.0,High,2.0,Cat_6,B
Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,B
Female,Yes,28,Yes,Healthcare,,Low,2.0,Cat_6,D
Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,D
Female,Yes,36,Yes,Artist,1.0,Low,2.0,Cat_6,C
Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,Yes,56,No,Healthcare,0.0,High,4.0,Cat_7,B
Female,No,32,Yes,Doctor,5.0,Low,3.0,Cat_4,A
Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,C
Male,Yes,53,Yes,Artist,,Average,3.0,Cat_6,C
